age,daily_steps,sleep_hours,resting_heart_rate,daily_calorie_balance,gender_Male,cluster
49,7936,3.0,64.4,-269.4,False,0
56,16761,3.0,78.7,-453.4,False,0
66,8772,3.0,69.4,187.3,False,0
69,2293,3.0,69.7,-208.4,True,2
49,6861,3.0,63.1,83.9,False,0
21,7121,3.0,84.1,463.9,True,2
47,5659,10.0,80.4,-220.9,True,1
54,7717,3.0,68.8,322.5,True,2
40,5569,10.0,63.5,611.2,False,0
56,8498,10.0,63.1,197.6,True,1
62,1773,3.0,71.3,349.8,True,2
32,10932,10.0,73.9,201.3,False,0
60,2765,10.0,61.4,8.1,True,1
46,6709,3.0,57.6,418.6,False,0
53,5301,6.9,70.8,804.6,True,1
30,8417,3.0,78.6,427.5,True,2
49,6950,10.0,70.7,-96.8,False,0
24,8254,3.0,67.5,-83.7,True,2
68,10833,6.0,58.7,-65.0,True,2
39,9805,5.6,63.7,473.7,False,0
45,7608,8.2,78.8,-263.1,False,0
19,8878,10.0,57.5,-512.2,False,0
59,13380,4.6,87.7,234.5,True,2
62,9912,10.0,70.9,10.8,True,1
23,6619,10.0,54.1,740.7,False,0
45,11333,10.0,75.0,-1128.3,False,0
45,8673,3.6,74.5,104.0,False,0
61,4611,10.0,65.6,-201.9,False,0
61,6957,6.4,79.4,405.1,False,0
37,3083,3.0,63.8,-140.0,True,2
47,644,3.0,76.3,-288.0,True,2
28,4652,10.0,69.7,467.9,False,0
45,7867,10.0,67.2,639.5,True,1
42,7876,3.0,83.4,-48.8,True,2
56,3265,9.2,79.8,-39.2,False,0
50,363,10.0,58.9,635.3,False,0
18,11912,6.7,73.8,579.4,True,1
44,7785,10.0,88.9,515.7,True,1
69,12167,10.0,83.7,-201.4,True,1
30,11995,6.6,60.9,-329.2,False,0
58,9704,3.0,86.0,818.3,False,0
20,7677,10.0,79.3,304.9,True,1
56,6307,10.0,59.5,-370.7,True,1
23,9655,3.0,72.1,-53.2,False,0
25,7020,9.2,74.8,42.5,True,1
44,5731,3.0,59.2,-52.8,False,0
26,1206,3.0,77.1,-146.1,False,0
54,7250,3.0,94.3,615.3,True,2
50,10790,7.4,83.7,264.2,False,0
68,11277,10.0,71.6,1126.7,True,1
59,7659,3.0,67.2,642.7,True,2
61,4833,3.3,73.3,68.2,False,0
41,10208,3.0,60.2,708.6,True,2
32,7453,10.0,65.2,176.4,False,0
49,6402,3.0,50.4,1209.1,False,0
49,3132,3.9,74.3,-157.5,True,2
41,13811,10.0,66.6,226.5,True,1
58,9715,10.0,76.2,-300.4,True,1
69,10038,10.0,71.2,-190.5,True,1
66,4911,3.0,59.9,-170.7,True,2
66,7739,3.0,72.0,618.1,True,2
69,7255,10.0,62.9,104.0,True,1
29,9846,10.0,86.6,-1229.5,False,0
56,11579,3.0,61.6,46.8,False,0
19,3197,3.1,65.3,-486.9,False,0
20,4275,10.0,59.9,-220.3,True,1
66,9437,3.0,59.0,575.3,True,2
54,5975,10.0,70.3,-671.7,False,0
66,9944,3.0,57.5,-614.1,True,2
34,6380,10.0,68.1,-830.2,True,1
66,3753,3.0,74.3,-193.7,False,0
19,2221,3.0,65.8,-844.8,False,0
19,8952,10.0,48.0,-802.9,False,0
45,9025,10.0,83.3,-114.9,True,1
40,10410,6.9,72.7,156.9,False,0
54,8483,10.0,72.8,-455.6,False,0
49,0,3.0,67.7,180.6,False,0
50,9010,9.0,78.1,55.3,False,0
18,3127,3.0,79.4,270.1,False,0
36,1896,10.0,80.4,-520.3,False,0
19,1535,10.0,72.7,992.0,True,1
61,1259,10.0,56.2,-569.7,False,0
43,8336,10.0,74.1,-312.7,False,0
49,5306,10.0,72.7,257.5,False,0
23,2942,5.4,64.5,58.9,True,2
49,7569,7.0,62.0,423.5,True,1
21,4182,10.0,75.4,-155.0,False,0
28,10443,8.4,69.2,-613.4,False,0
34,11850,10.0,66.1,-762.5,False,0
55,6847,3.0,86.7,889.8,False,0
41,11631,10.0,76.7,-151.5,False,0
22,11626,7.6,74.3,-83.7,False,0
69,7753,3.0,82.2,900.7,False,0
51,12700,3.0,73.3,-246.0,False,0
23,5635,3.0,63.0,12.1,False,0
39,1634,3.0,66.1,-516.3,True,2
28,2836,5.6,77.3,-656.2,True,2
65,5496,10.0,76.2,944.9,False,0
33,9102,10.0,74.5,951.8,True,1
50,4035,9.3,58.6,510.5,True,1
26,5472,3.0,78.1,493.8,True,2
23,3751,3.0,69.3,377.2,True,2
33,5541,3.0,76.0,-369.6,True,2
46,11528,3.0,61.7,145.4,True,2
20,8572,3.5,89.7,-251.9,False,0
37,5769,4.2,72.5,-1294.9,False,0
53,11161,3.6,65.8,559.6,True,2
36,7576,3.0,76.5,277.3,True,2
43,7900,8.4,78.6,-658.6,False,0
20,10928,3.9,76.3,-180.1,True,2
36,6472,3.0,60.1,526.1,False,0
37,10248,7.3,81.4,66.0,False,0
49,10034,5.8,66.6,-849.4,False,0
24,7063,3.0,69.8,-606.6,True,2
69,3311,3.0,47.9,928.6,False,0
58,7538,10.0,65.4,32.9,True,1
50,10911,3.0,65.3,529.3,False,0
57,9959,3.0,74.5,919.2,False,0
56,12630,3.8,64.8,-229.4,True,2
35,6028,10.0,53.8,176.0,True,1
57,9837,10.0,72.4,-983.3,True,1
18,4481,10.0,67.5,-303.5,False,0
28,8104,10.0,62.7,287.9,True,1
45,10816,10.0,70.9,-96.0,False,0
42,10219,3.0,52.2,225.9,True,2
67,7809,10.0,76.2,464.9,False,0
40,6695,6.1,68.2,280.1,False,0
48,4515,10.0,67.3,165.4,False,0
47,6822,3.0,79.5,95.4,False,0
59,3569,10.0,64.6,-284.1,True,1
52,6470,5.8,72.6,-461.9,True,2
24,2081,9.3,68.7,677.8,False,0
33,3543,6.1,100.0,396.2,True,2
43,10058,4.2,74.9,-394.6,True,2
65,9724,10.0,58.6,32.0,True,1
69,6633,3.0,87.5,-695.9,True,2
66,7694,3.0,80.4,-238.9,True,2
19,8096,3.0,70.4,267.9,False,0
18,8880,8.8,65.6,130.1,True,1
65,8559,3.0,56.7,57.9,False,0
29,3489,3.0,74.3,-441.8,True,2
22,170,8.1,63.2,-543.2,False,0
54,4449,6.1,61.2,475.0,True,2
49,7037,3.0,77.8,846.8,False,0
26,10380,9.5,85.4,275.0,False,0
58,8203,10.0,65.2,-86.2,True,1
52,9103,10.0,78.1,612.5,False,0
36,4809,8.4,72.1,-421.1,False,0
65,7287,6.2,73.6,526.5,False,0
33,7696,8.6,61.8,-298.3,False,0
20,5232,10.0,67.9,-273.8,True,1
37,4291,4.3,59.0,-166.4,False,0
41,6819,8.7,57.8,-50.6,True,1
50,9483,3.0,75.2,457.5,True,2
41,4785,7.8,64.8,-652.2,False,0
69,6875,10.0,60.8,-302.2,True,1
28,11564,3.0,57.9,104.8,False,0
66,5941,6.0,54.9,278.9,False,0
25,7521,3.0,50.4,-852.4,False,0
53,7182,3.0,71.1,-395.2,False,0
55,6936,9.1,45.0,-874.4,True,1
57,12505,3.0,74.7,-349.7,True,2
37,8417,3.0,74.6,-218.7,True,2
52,2789,3.0,69.0,251.4,True,2
65,12085,3.0,70.7,-1145.5,True,2
42,8324,10.0,67.1,326.6,True,1
52,6379,8.8,72.3,-254.7,False,0
42,11548,3.0,72.1,-170.4,False,0
46,5163,3.0,83.0,485.6,True,2
35,12647,10.0,85.3,672.4,False,0
63,7779,10.0,85.0,-327.6,True,1
35,10516,3.0,62.0,-330.9,True,2
19,16702,10.0,77.6,-177.1,False,0
52,8040,6.2,75.1,-333.4,False,0
33,7209,10.0,63.5,-717.5,False,0
58,4298,5.4,61.1,-15.7,True,2
53,7138,10.0,66.2,-330.0,False,0
50,4391,3.0,59.4,48.9,False,0
21,6939,4.4,56.1,854.3,False,0
50,16184,10.0,75.0,-52.8,False,0
31,7858,3.0,70.3,-377.9,False,0
38,5838,6.5,70.3,-136.1,False,0
65,6870,3.1,79.3,64.3,False,0
37,6264,10.0,68.0,-82.7,False,0
25,10645,10.0,78.3,-281.4,False,0
24,7229,10.0,62.6,-828.4,True,1
20,12326,9.4,62.5,316.8,False,0
34,6551,7.4,70.1,-446.6,True,1
50,6745,3.6,91.2,731.2,True,2
65,4809,9.1,82.9,-184.5,False,0
29,6349,10.0,81.0,-258.3,False,0
68,2299,3.0,56.3,-235.7,False,0
39,1110,3.0,71.5,75.1,True,2
39,9374,6.2,78.2,-433.2,False,0
63,2263,10.0,90.9,-337.6,True,1
47,8717,9.2,53.2,311.2,False,0
55,5998,10.0,77.3,-508.9,False,0
55,10318,10.0,80.6,274.1,False,0
62,2329,10.0,74.5,413.7,False,0
68,9294,3.0,56.5,333.8,False,0
25,8494,10.0,72.5,116.8,False,0
44,8587,10.0,74.3,-902.1,True,1
44,10871,7.6,71.8,-605.4,True,1
51,7710,3.0,63.2,-677.7,False,0
38,156,3.0,61.9,-189.2,False,0
47,8847,9.5,74.6,15.6,True,1
50,8459,3.0,63.2,-595.5,False,0
45,6766,3.0,63.5,-86.3,True,2
64,4974,3.0,68.6,342.1,False,0
50,6417,3.0,71.6,-499.4,False,0
22,11874,8.9,80.4,-409.2,False,0
65,4740,10.0,58.0,590.5,False,0
36,2278,10.0,57.1,-463.7,True,1
21,3095,3.2,66.2,171.1,True,2
52,7394,10.0,52.0,619.6,False,0
66,12512,9.9,75.9,-590.7,False,0
34,14114,10.0,50.1,-553.3,True,1
61,9450,6.6,77.1,-115.7,False,0
45,4556,10.0,81.1,33.8,True,1
47,4874,10.0,72.6,-320.8,False,0
46,10127,7.8,51.4,985.6,False,0
63,11494,5.8,71.1,269.3,True,2
23,5574,10.0,62.0,-402.2,True,1
52,11773,3.0,58.0,-683.0,False,0
58,6811,3.0,75.8,-31.5,False,0
54,9642,3.0,77.7,219.4,False,0
41,10936,3.0,82.9,920.2,False,0
46,3054,10.0,67.2,37.9,False,0
66,8854,3.0,71.7,-121.4,False,0
63,11785,9.0,86.7,-488.3,False,0
48,5818,3.0,91.0,185.2,True,2
52,4330,3.0,80.8,508.3,True,2
50,8984,3.0,66.5,-893.7,True,2
69,7900,6.1,70.1,37.3,False,0
38,6518,5.2,68.2,-510.1,True,2
49,7493,10.0,77.1,-678.8,False,0
40,2489,9.9,61.8,847.0,False,0
50,8713,5.0,73.2,443.6,False,0
20,12277,3.0,73.3,-303.1,True,2
35,5355,10.0,73.8,-80.7,True,1
42,5014,6.1,59.8,-158.6,True,2
59,8017,7.8,72.5,-562.8,True,1
48,16037,10.0,87.7,-270.4,True,1
20,10799,10.0,65.4,392.0,False,0
57,7217,10.0,72.6,-282.9,False,0
63,7618,7.0,51.6,232.0,False,0
41,11096,6.9,72.5,-279.0,False,0
67,4771,9.4,72.2,-592.1,True,1
49,9335,10.0,71.2,597.2,False,0
64,4147,10.0,77.3,-1065.2,False,0
39,10274,10.0,67.2,892.5,True,1
40,6618,9.9,81.8,499.0,False,0
19,8102,3.0,61.2,91.4,True,2
44,6423,3.0,84.4,-222.9,False,0
59,9596,10.0,72.1,-184.0,False,0
19,6975,10.0,69.3,101.2,True,1
43,13973,10.0,55.7,92.4,False,0
34,11756,5.3,58.9,-479.6,False,0
57,3587,3.0,73.5,33.9,False,0
50,8074,10.0,62.8,129.4,True,1
26,9705,3.0,80.0,-150.3,False,0
60,6125,10.0,72.9,1119.6,True,1
65,11137,3.0,55.7,-67.0,True,2
56,10783,4.8,77.6,-881.7,True,2
46,7249,10.0,68.4,-505.1,False,0
59,10443,4.5,69.5,351.8,False,0
43,268,3.3,80.4,-361.2,False,0
52,11572,7.1,56.1,-496.9,False,0
67,10159,3.0,58.8,697.7,True,2
42,4236,3.0,73.3,84.9,True,2
41,8255,10.0,53.0,-300.6,True,1
30,1421,3.0,63.9,-1384.4,True,2
24,5209,10.0,79.8,310.2,True,1
53,10786,10.0,68.9,7.7,True,1
62,7461,10.0,56.3,650.4,True,1
37,7295,3.0,71.9,-547.3,True,2
18,7635,3.0,66.0,-186.6,True,2
25,7285,10.0,63.0,149.3,True,1
63,10462,10.0,100.0,628.0,False,0
33,5643,10.0,75.7,129.2,False,0
31,8758,3.0,67.2,-353.7,False,0
29,4066,10.0,79.0,648.9,True,1
68,9723,10.0,67.1,-156.1,True,1
40,6535,3.0,64.8,90.0,False,0
32,7377,3.0,73.0,375.3,True,2
45,6413,9.6,75.1,781.6,True,1
51,6793,3.0,79.3,184.4,True,2
19,4485,3.0,84.2,1293.6,True,2
49,8487,3.0,81.9,-44.8,True,2
40,9163,9.6,78.6,146.8,True,1
39,3508,3.0,79.6,-309.3,False,0
68,5710,3.0,81.8,161.3,True,2
42,7590,3.0,77.1,148.6,True,2
39,5704,3.0,54.1,522.9,False,0
39,6831,3.0,75.0,222.3,True,2
66,12348,3.0,83.8,-263.6,True,2
69,4445,10.0,62.0,128.2,False,0
59,563,10.0,66.1,-336.2,True,1
23,5703,3.0,69.4,274.7,True,2
32,6515,3.0,71.9,-279.6,True,2
60,6030,3.0,64.4,-699.0,True,2
54,8306,5.3,70.6,-565.1,False,0
50,4415,10.0,75.1,-587.5,False,0
25,3974,3.0,49.9,-264.0,True,2
61,5476,6.1,70.7,-423.6,False,0
61,5538,10.0,66.2,-11.1,False,0
22,13862,5.9,52.9,-196.0,True,2
56,12157,10.0,75.6,258.1,False,0
21,2491,10.0,73.1,191.4,True,1
23,1710,3.0,71.6,-161.9,True,2
62,7242,3.0,76.1,621.2,True,2
49,13234,6.9,73.2,-463.2,True,1
69,9498,3.0,62.6,503.2,True,2
47,7401,3.0,77.2,78.1,False,0
64,6131,3.0,78.9,-197.2,True,2
52,10731,9.9,59.1,564.7,True,1
57,8033,10.0,78.8,278.6,True,1
69,12695,3.0,67.2,-537.8,False,0
33,2436,10.0,76.1,182.0,False,0
30,8770,3.0,71.5,181.5,False,0
67,5810,10.0,68.3,503.7,False,0
59,8742,3.0,75.4,292.7,False,0
47,8252,10.0,66.7,328.5,True,1
36,9028,6.2,80.8,-220.7,False,0
34,10432,5.8,82.4,-104.9,False,0
36,11669,4.0,64.5,-126.1,False,0
45,13355,3.0,68.3,-799.3,False,0
43,7547,3.0,66.3,643.3,True,2
54,5872,10.0,73.8,-559.6,True,1
43,3822,7.1,83.1,134.4,True,1
40,8804,3.9,53.3,-165.5,False,0
26,10004,10.0,55.8,-119.2,True,1
29,3454,8.0,69.2,338.8,True,1
18,10933,3.0,71.9,-390.2,False,0
18,7195,10.0,60.6,228.3,True,1
64,3732,10.0,71.8,233.1,False,0
51,4955,8.3,62.6,-387.8,True,1
49,4670,3.0,65.5,455.6,True,2
65,4723,10.0,82.7,683.7,True,1
42,9209,3.0,66.6,1012.4,False,0
57,10091,3.0,66.4,-131.0,True,2
62,12597,10.0,71.3,95.6,True,1
18,5405,7.3,80.9,126.1,False,0
33,8528,3.0,69.6,332.9,True,2
56,5558,7.1,64.4,874.3,False,0
22,7560,10.0,75.8,243.4,False,0
39,3058,10.0,78.1,257.0,True,1
46,4130,10.0,81.4,-547.3,False,0
20,9909,3.0,69.6,1024.3,True,2
29,3049,10.0,74.8,-237.7,False,0
43,9344,5.2,77.9,-1329.8,True,2
33,5471,7.9,71.8,-1137.8,False,0
68,1723,10.0,83.2,162.5,True,1
54,0,10.0,76.5,-636.6,False,0
39,11890,10.0,88.8,26.9,True,1
46,1783,3.0,79.2,-747.4,True,2
31,7306,6.5,50.7,152.5,True,1
45,8561,3.0,66.0,282.1,True,2
22,3560,10.0,53.8,87.9,False,0
64,5839,10.0,63.6,-348.2,True,1
66,8936,4.0,66.3,439.3,False,0
47,8379,3.0,78.7,-199.7,False,0
63,6118,10.0,65.6,-94.2,False,0
69,8210,3.0,83.9,-254.8,True,2
22,7193,3.0,63.3,-134.0,True,2
29,4588,3.0,67.1,935.6,False,0
33,11101,3.0,57.6,-2.5,True,2
43,8122,3.0,84.4,-634.8,True,2
43,1973,10.0,85.8,-479.6,False,0
65,9065,3.0,68.7,-138.1,False,0
38,5653,3.0,55.2,-397.3,False,0
56,6631,6.5,67.9,474.8,True,1
53,7524,9.1,72.3,-708.5,False,0
50,5121,10.0,63.7,-59.5,True,1
47,12909,10.0,93.5,505.3,True,1
54,3020,3.0,88.3,-315.0,False,0
40,7670,3.0,52.5,219.5,True,2
27,8644,7.2,58.5,-20.2,True,1
22,7623,3.0,74.6,-15.8,True,2
53,6927,3.0,59.3,255.9,False,0
51,6368,7.2,71.8,-929.4,False,0
69,5090,9.3,70.1,601.7,False,0
48,5037,3.0,69.6,-948.5,False,0
27,10975,3.0,80.2,568.0,True,2
36,6174,3.0,88.1,217.0,True,2
49,13896,3.0,74.0,236.6,True,2
18,9506,10.0,57.9,807.3,True,1
22,0,3.0,71.4,591.7,True,2
62,10149,3.0,64.2,407.1,False,0
21,7340,3.0,89.9,-147.3,True,2
33,3330,6.9,76.9,-180.4,True,1
41,11412,9.8,74.0,420.7,True,1
33,6192,10.0,76.5,226.4,True,1
19,5937,10.0,69.6,150.6,False,0
66,8625,10.0,82.5,-28.5,True,1
45,10928,4.3,64.3,-203.9,True,2
49,7840,3.0,79.6,-695.0,False,0
44,7625,3.0,85.9,321.8,True,2
37,5409,3.0,61.9,-90.8,True,2
41,10877,10.0,73.4,-123.3,True,1
29,7869,3.0,74.2,-906.3,False,0
67,6823,10.0,59.3,46.4,False,0
52,6451,5.8,56.3,-681.7,False,0
50,10580,10.0,60.8,-217.3,True,1
50,6713,3.0,69.5,396.4,False,0
68,10588,3.0,74.2,31.6,True,2
60,6085,3.0,66.3,-52.7,True,2
54,9666,3.0,89.3,-363.3,True,2
29,8121,10.0,80.3,-273.8,True,1
20,4647,10.0,74.5,792.7,False,0
18,7239,10.0,65.7,389.9,False,0
50,928,3.0,70.7,-231.0,False,0
57,5267,3.0,81.0,-52.8,False,0
27,2766,3.0,79.2,123.7,False,0
60,13492,9.3,79.1,219.0,True,1
61,2801,10.0,67.0,-12.2,True,1
46,15257,10.0,64.8,-885.2,False,0
30,9042,3.0,55.7,-15.7,True,2
29,5943,10.0,75.3,-46.2,False,0
48,9919,3.0,54.8,1028.6,True,2
63,5566,4.3,69.8,1345.9,True,2
19,3271,3.0,65.8,321.1,True,2
68,7737,7.2,72.2,-338.6,True,1
67,9600,10.0,81.7,339.5,True,1
52,11335,5.6,83.5,-849.2,False,0
40,8993,5.7,77.0,-266.3,True,2
34,5911,3.0,62.4,-813.2,False,0
43,11658,4.1,69.8,275.3,True,2
25,10988,10.0,61.3,-605.3,True,1
46,8307,4.5,63.5,-143.5,True,2
43,11132,3.8,74.8,-22.1,False,0
27,14054,10.0,60.3,-14.5,True,1
43,5869,3.9,65.5,-236.4,False,0
51,4800,10.0,59.3,168.4,True,1
68,5781,3.0,76.6,-627.1,False,0
58,3451,10.0,66.4,869.6,True,1
24,9273,10.0,47.8,-517.0,False,0
21,2670,10.0,86.3,19.8,False,0
67,11295,3.0,80.1,312.5,False,0
62,5483,3.0,49.8,341.4,True,2
28,11576,4.6,77.3,387.7,True,2
46,0,10.0,85.2,-796.4,True,1
53,6344,3.0,68.1,-458.7,False,0
42,3620,3.0,71.5,67.9,False,0
38,11560,3.0,66.8,240.6,False,0
53,12537,3.0,75.2,628.6,True,2
27,467,3.0,80.3,-257.0,True,2
54,10097,10.0,58.1,-452.5,True,1
26,10706,3.0,62.9,-273.4,False,0
41,8477,10.0,71.0,1129.7,False,0
52,9264,7.2,73.1,750.2,False,0
66,9048,7.0,74.1,-84.7,True,1
52,10108,3.0,68.1,642.4,False,0
65,4222,10.0,61.2,-286.2,False,0
53,11101,8.5,79.9,477.3,True,1
35,8128,8.0,57.8,-689.5,False,0
66,7948,3.0,65.1,178.2,False,0
56,9199,3.0,70.2,509.7,False,0
49,3687,10.0,74.9,-163.3,False,0
41,2839,9.3,67.1,306.7,True,1
40,7136,8.2,77.5,-280.8,True,1
49,12130,3.0,82.5,151.8,False,0
54,3943,10.0,63.8,-240.8,True,1
29,8025,3.0,73.9,409.6,False,0
66,5349,6.7,72.5,-632.2,False,0
30,4947,5.1,66.6,-507.6,False,0
40,9002,10.0,50.9,652.9,False,0
42,9778,4.1,73.5,-1229.7,True,2
52,5137,3.2,74.6,-320.5,True,2
58,11661,8.2,80.9,-71.0,True,1
47,8767,3.0,66.6,176.5,True,2
34,6774,8.1,63.3,-238.9,True,1
66,8542,10.0,60.9,-562.9,True,1
37,13609,10.0,45.0,613.1,False,0
65,9760,9.6,66.0,526.6,False,0
42,5403,3.0,97.7,-189.6,True,2
39,7443,10.0,82.7,-895.3,True,1
30,7893,10.0,60.1,153.1,False,0
36,9496,10.0,64.9,90.9,True,1
66,8218,10.0,64.8,-333.5,True,1
53,13185,4.7,84.0,-977.5,True,2
29,6819,10.0,92.2,-135.8,False,0
58,2310,3.0,70.9,383.3,True,2
36,8143,3.0,72.6,458.6,False,0
29,6176,3.0,75.2,-22.1,True,2
26,2987,10.0,69.8,-311.7,False,0
24,5389,3.0,72.8,367.2,True,2
45,6424,3.0,70.5,-568.5,True,2
31,10919,6.4,74.8,-677.4,False,0
